,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Passengers
4114,KEVIN D. YARNEVICH,KITFOX,1.0,0.0,0.0,0.0,1.0
4115,KEVIN ELDREDGE,STEWART,1.0,0.0,0.0,0.0,1.0
4116,KEVIN LIPPERT,ZENITHCH750,0.0,1.0,0.0,0.0,1.0
4117,KEVIN METZLER,VELOCITYSTDRG,0.0,0.0,0.0,1.0,1.0
4118,KEVIN P STOLHAMMER,KR1,0.0,0.0,0.0,1.0,1.0
4119,KEVIN WILKINSON,EASYEAGLE1,0.0,1.0,0.0,0.0,1.0
4120,KIDD CHRIS,HARMONROC,1.0,0.0,0.0,0.0,1.0
4121,KILISHEK GEORGE T,RV-8,0.0,0.0,0.0,1.0,1.0
4122,KILLGORE,VELOCITY,1.0,0.0,0.0,0.0,1.0
4123,KIMBALL ENTERPRISES INC,PITTSMODEL-12,0.0,0.0,0.0,1.0,1.0
4124,KINCAID WADE,DAKOTAHAWK,0.0,0.0,1.0,0.0,1.0
4125,KINDIG,SONEX,0.0,0.0,0.0,1.0,1.0
4126,KING JOHN E JR,KITFOX,0.0,0.0,0.0,1.0,1.0
4127,KINGERY MICHAEL C,ZENITHCH-750,0.0,0.0,0.0,1.0,1.0
4128,KINNER,SPORTSTER,0.0,0.0,0.0,2.0,2.0
4129,KINNER,SPORTSTERB,0.0,0.0,0.0,1.0,1.0
4130,KINNEY KEVIN,ZENITH601XL,0.0,0.0,0.0,1.0,1.0
4131,KINSLER ARTHUR PAUL,KINSLERLANCAIR/MKII,0.0,0.0,1.0,0.0,1.0
4132,KIRBY,CHRISTENEAGLE,0.0,0.0,0.0,2.0,2.0
4133,KIRBYBILT AIRCRAFT,XCALIBUR,0.0,0.0,0.0,1.0,1.0
4134,KIRK ELLIS WENDELL,PTUNDRADACTYL,0.0,0.0,0.0,1.0,1.0
4135,KIRKPATRICK,BUZZARD,0.0,0.0,1.0,0.0,1.0
4136,KITFOX,4-1200,0.0,0.0,0.0,1.0,1.0
4137,KITFOX,57SUPERSPORT,0.0,0.0,0.0,2.0,2.0
4138,KITFOX,7,2.0,0.0,0.0,0.0,2.0
4139,KITFOX,CLASSIC4,0.0,2.0,0.0,0.0,2.0
4140,KITFOX,IV,0.0,0.0,1.0,0.0,1.0
4141,KITFOX,KITFOX,1.0,0.0,1.0,0.0,2.0
4142,KITFOX,KITFOXSPORT,0.0,1.0,0.0,0.0,1.0
4143,KITFOX,MODEL2,0.0,0.0,0.0,1.0,1.0
4144,KITFOX,S7,0.0,1.0,0.0,3.0,4.0
4145,KITFOX,SERIES5,0.0,1.0,0.0,2.0,3.0
4146,KITFOX,SERIES6,1.0,0.0,1.0,0.0,2.0
4148,KITFOX,STI,0.0,0.0,1.0,0.0,1.0
4149,KITFOX IV,1200,0.0,1.0,0.0,1.0,2.0
4151,KJONAAS,VARIEZE,0.0,0.0,1.0,0.0,1.0
4152,KJOSTAD JORGEN A,WAGABOND,0.0,2.0,0.0,0.0,2.0
4153,KLAAS DEVELOPMENT INC,LANCAIRIVP,1.0,0.0,0.0,0.0,1.0
4154,KLAPP PETER A,KLAPPKR-2S,1.0,0.0,0.0,0.0,1.0
4155,KLEMME WILLIAM H,ZENITHCH701,1.0,0.0,0.0,0.0,1.0
4156,KLEMP GREGORY J,CHALLENGERII,1.0,0.0,1.0,0.0,2.0
4157,KNAPP,EASYRAIDER,0.0,1.0,0.0,0.0,1.0
4158,KNAUF,RV-7,0.0,0.0,0.0,1.0,1.0
4159,KNIGHT,AANIEUPORT28,1.0,0.0,0.0,0.0,1.0
4160,KNOTT VERNON W,ZENITH750,0.0,1.0,1.0,0.0,2.0
4161,KNOX MARION L,RV-6A,0.0,0.0,0.0,2.0,2.0
4162,KOCIEMBA ROBERT H,T-BIRDII,2.0,0.0,0.0,0.0,2.0
4163,KOEN LANCAIR,LASERIV-P,2.0,0.0,0.0,0.0,2.0
4164,KOLB,FIREFLY,0.0,2.0,0.0,0.0,2.0
4165,KOLB,FIRESTAR,1.0,0.0,1.0,1.0,3.0
4166,KOLB,FIRESTAR2,1.0,0.0,0.0,0.0,1.0
4167,KOLB,FIRESTARII,0.0,0.0,1.0,0.0,1.0
4168,KOLB,KOLBRA,1.0,0.0,0.0,0.0,1.0
4169,KOLB,KOLBTWINSTARTSP1,0.0,0.0,0.0,1.0,1.0
4170,KOLB,MARKII,0.0,1.0,1.0,0.0,2.0
4171,KOLB,MARKIII,2.0,0.0,0.0,0.0,2.0
4172,KOLB,TWINSTAR,3.0,0.0,0.0,0.0,3.0
4173,KOLB AIRCRAFT CO,MK-3,0.0,0.0,0.0,1.0,1.0
4174,KOLB AIRCRAFT INC,KOLBMARKIII,0.0,0.0,1.0,0.0,1.0
4175,KOLB COMPANY,MKIII,0.0,0.0,1.0,0.0,1.0
4176,KOLENO,TITANT-51,0.0,0.0,0.0,1.0,1.0
4177,KOONS DONALD H,CYGNET,0.0,2.0,0.0,0.0,2.0
4178,KOSTRAZEWA ANDRE,SONEXLIGHTSPORT,2.0,0.0,0.0,0.0,2.0
4179,KOTH LARRY,JABIRUCALYPSO,0.0,1.0,0.0,0.0,1.0
4180,KOVARS GARY D,ZENITHZODIAK601XL,0.0,0.0,0.0,2.0,2.0
4181,KRAL,SERIES5KITFOX,0.0,1.0,0.0,0.0,1.0
4182,KRAMER CLEMENS E,STOLCH750,0.0,0.0,0.0,1.0,1.0
4183,KRELING,SUPERCAT,0.0,0.0,1.0,0.0,1.0
4184,KREPS,THORPT-18-C,0.0,0.0,0.0,2.0,2.0
4185,KRIPS JACK E JR,KOLBMKIII,0.0,0.0,1.0,0.0,1.0
4186,KRUEGER,QUICKIE,0.0,1.0,0.0,0.0,1.0
4187,KRUSMARK DAVID HOMER,SEAREY,0.0,0.0,1.0,0.0,1.0
4188,KUBASSEK DAVID,ZENITH601,0.0,0.0,0.0,1.0,1.0
4189,KUCKLICK,HIPERBIPE,0.0,0.0,0.0,4.0,4.0
4190,KUMHYR DAVID B,VANSRV-8A,0.0,0.0,1.0,0.0,1.0
4191,KUNDEL,VANSRV7A,1.0,0.0,0.0,0.0,1.0
4192,KURTZ JAY B,RV-9A,0.0,0.0,2.0,0.0,2.0
4193,KUYKENDALL CHARLES,LANCAIRIV,0.0,0.0,0.0,1.0,1.0
4194,KWECH,GLASAIRRGSUPER11S,0.0,0.0,1.0,0.0,1.0
4195,KYLE M SWARD / LARRY W SWARD,CH750CRUZER,0.0,0.0,0.0,1.0,1.0
4196,L GOLDNER,ZENITH701,0.0,0.0,0.0,1.0,1.0
4197,L-BIRD LLC,CCX-2000,0.0,0.0,0.0,3.0,3.0
4198,LA MOUTTE,TRIKE,0.0,0.0,2.0,0.0,2.0
4199,LABARRE,HATZCB1,0.0,0.0,0.0,1.0,1.0
4200,LACOUR,LONG-EZESR7-1,0.0,0.0,0.0,2.0,2.0
4201,LAIRD,LC-1B-300,0.0,0.0,0.0,1.0,1.0
4202,LAKE,250,3.0,0.0,1.0,0.0,4.0
4203,LAKE,L-4,0.0,0.0,0.0,2.0,2.0
4204,LAKE,LA-250,0.0,0.0,1.0,0.0,1.0
4205,LAKE,LA-4,0.0,2.0,1.0,23.0,26.0
4206,LAKE,LA-4-200,3.0,5.0,7.0,12.0,27.0
4207,LAKE,LA250,0.0,0.0,0.0,2.0,2.0
4208,LAKE,LA4,2.0,1.0,5.0,6.0,14.0
4209,LAKE,LA4-200,2.0,0.0,1.0,2.0,5.0
4210,LAKE,LA4200,0.0,0.0,0.0,1.0,1.0
4211,LAKE JOHN K,MA-5CHARGER,0.0,0.0,0.0,1.0,1.0
4212,LAMB-ROBIN,BOWERSFLYBABY,0.0,1.0,0.0,0.0,1.0
4213,LAMBERT JOHN G,VARIEZE,1.0,0.0,0.0,0.0,1.0
4214,LAMINAR,LANCAIR360,0.0,0.0,0.0,2.0,2.0
4215,LAMONT,AVENTURAII,0.0,1.0,0.0,0.0,1.0
4216,LANCAIR,235,2.0,0.0,0.0,2.0,4.0
4217,LANCAIR,320,0.0,1.0,0.0,0.0,1.0
4218,LANCAIR,360,0.0,0.0,0.0,1.0,1.0
4219,LANCAIR,360-NOSERIES,2.0,0.0,0.0,0.0,2.0
4220,LANCAIR,ES,0.0,0.0,0.0,1.0,1.0
4221,LANCAIR,ES-NOSERIES,0.0,0.0,0.0,1.0,1.0
4222,LANCAIR,EVOLUTION,2.0,0.0,0.0,0.0,2.0
4223,LANCAIR,IV,0.0,0.0,1.0,7.0,8.0
4224,LANCAIR,IV-P,3.0,0.0,1.0,1.0,5.0
4225,LANCAIR,IVP,0.0,0.0,0.0,2.0,2.0
4226,LANCAIR,LANCAIR,0.0,1.0,0.0,0.0,1.0
4227,LANCAIR,LANCAIR320,0.0,0.0,0.0,1.0,1.0
4228,LANCAIR,LANCAIRIV,2.0,0.0,0.0,0.0,2.0
4229,LANCAIR,LANCAIRSUPERES,1.0,0.0,0.0,0.0,1.0
4230,LANCAIR,LC41,1.0,0.0,1.0,2.0,4.0
4231,LANCAIR,LC41-550FG,0.0,3.0,0.0,1.0,4.0
4232,LANCAIR,LC42-550FG,2.0,0.0,0.0,0.0,2.0
4233,LANCAIR,LEGACY,3.0,0.0,0.0,0.0,3.0
4234,LANCAIR,LEGACYFG,1.0,0.0,0.0,0.0,1.0
4235,LANCAIR,LEGACYRG,1.0,0.0,1.0,0.0,2.0
4236,LANCAIR,PROPJET,0.0,2.0,0.0,0.0,2.0
4237,LANCAIR,SUPERES,0.0,0.0,0.0,1.0,1.0
4238,LANCAIR COMPANY,COLUMBIA400,0.0,2.0,0.0,0.0,2.0
4239,LANCAIR COMPANY,LC40550FG,3.0,0.0,0.0,1.0,4.0
4240,LANCAIR COMPANY,LC41-550FG,0.0,0.0,0.0,2.0,2.0
4241,LANCAIR COMPANY,LC41550FG,0.0,0.0,0.0,1.0,1.0
4242,LANCAIR COMPANY,LC42-550FG,0.0,2.0,0.0,2.0,4.0
4243,LANCE M HOOLEY,JETEZ,1.0,0.0,0.0,0.0,1.0
4244,LANDRUM KELLY T,VANSRV6,0.0,1.0,0.0,0.0,1.0
4245,LANFORD,ANTARESMA-33,0.0,0.0,1.0,0.0,1.0
4246,LANGLEY,TRI-QUICKIE,0.0,0.0,2.0,0.0,2.0
4247,"LANGSTON, FREDERICK L",RV4,1.0,0.0,0.0,0.0,1.0
4248,LANHAM,LANCAIRIV,2.0,0.0,0.0,0.0,2.0
4249,LANIER JAMES A,TALONXP,1.0,0.0,0.0,0.0,1.0
4250,LANKENAU,SOPWITH9400,0.0,1.0,0.0,1.0,2.0
4251,LANSDORF,QUALT,0.0,1.0,1.0,0.0,2.0
4252,LANSHE AEROSPACE,LAKE250,0.0,0.0,1.0,0.0,1.0
4253,LANTZ,LAKETAHOESPECIAL,0.0,0.0,0.0,3.0,3.0
4254,LANTZAIR FLYERS INC,LANCAIR360,2.0,0.0,0.0,0.0,2.0
4255,LARRY H SLIGAR,COZYMKIV,0.0,0.0,2.0,0.0,2.0
4256,LARRY KETTERLING,FEWP-51MUSTANG,1.0,0.0,0.0,0.0,1.0
4257,LARRY WOODS,VENTURE,0.0,0.0,0.0,1.0,1.0
4258,LARSEN,MARKV,0.0,0.0,0.0,2.0,2.0
4259,LARSON,AEROCOMP-6,0.0,1.0,0.0,0.0,1.0
4260,LARSON,RV8,2.0,0.0,0.0,0.0,2.0
4261,LARSON KEN W,CHRISTENEAGLE-II,2.0,0.0,0.0,0.0,2.0
4262,LARSON ROGER H,RV-7,0.0,0.0,0.0,1.0,1.0
4263,LASEURE,SONERAIII,1.0,0.0,0.0,0.0,1.0
4264,LAURIENZO GABRIEL A,VARIEZE,0.0,0.0,1.0,0.0,1.0
4265,LAURITSEN RALPH M,RV4,0.0,0.0,0.0,2.0,2.0
4266,LAVENDER ALAN P,SONEX,1.0,0.0,0.0,0.0,1.0
4267,LAVIA ARGENTINA,PA-25-235,1.0,0.0,0.0,0.0,1.0
4268,LAVIA ARGENTINA S.A.,PA-25-235,1.0,0.0,1.0,0.0,2.0
4269,LAVIGNA,LANCAIRIVP,0.0,1.0,0.0,0.0,1.0
4270,LAWRENCE O NOLTE,ZODIACCH650B,0.0,0.0,0.0,1.0,1.0
4271,LAWSON J/BOWIE R/SMITH M,CA-8,0.0,1.0,1.0,0.0,2.0
4272,LAWSON RON,RANSS-19,0.0,1.0,0.0,0.0,1.0
4273,LAWSON RONALD S,EXPLORER,0.0,0.0,1.0,1.0,2.0
4274,LAWSON SPECIAL,DG-1,0.0,2.0,2.0,0.0,4.0
4275,LAWWILL TED,ZODIAC601XL,0.0,0.0,0.0,2.0,2.0
4276,LAYSON STANLEY B,STEENSKYBOLT,1.0,0.0,0.0,0.0,1.0
4277,LAZEAR JOHN T,ZENAIRSTOLCH701,0.0,1.0,0.0,0.0,1.0
4278,LEACH MICHAEL,RANSS7S,0.0,1.0,0.0,0.0,1.0
4279,LEAGUE,LANCAIRIV-TP,2.0,0.0,0.0,0.0,2.0
4280,LEARJET,23,0.0,0.0,0.0,8.0,8.0
4281,LEARJET,24,2.0,0.0,0.0,0.0,2.0
4282,LEARJET,25,7.0,0.0,0.0,13.0,20.0
4283,LEARJET,25B,0.0,0.0,0.0,6.0,6.0
4284,LEARJET,25D,0.0,0.0,0.0,2.0,2.0
4285,LEARJET,31,4.0,0.0,0.0,0.0,4.0
4286,LEARJET,35,5.0,0.0,1.0,21.0,27.0
4287,LEARJET,35-A,2.0,0.0,0.0,0.0,2.0
4288,LEARJET,35A,5.0,0.0,0.0,17.0,22.0
4289,LEARJET,36,0.0,0.0,0.0,2.0,2.0
4290,LEARJET,36A,0.0,0.0,0.0,5.0,5.0
4291,LEARJET,45,8.0,0.0,0.0,13.0,21.0
4292,LEARJET,45XR,0.0,1.0,0.0,1.0,2.0
4293,LEARJET,55,0.0,0.0,0.0,27.0,27.0
4294,LEARJET,60,0.0,0.0,0.0,67.0,67.0
4295,LEARJET,LEAR23,2.0,0.0,0.0,0.0,2.0
4296,LEARJET,LJ-60,0.0,2.0,0.0,0.0,2.0
4298,LEARJET,LR60,4.0,0.0,2.0,0.0,6.0
4299,LEARJET INC,25,7.0,0.0,0.0,0.0,7.0
4300,LEARJET INC,31,0.0,0.0,0.0,9.0,9.0
4301,LEARJET INC,31A,0.0,0.0,0.0,4.0,4.0
4302,LEARJET INC,45,0.0,6.0,0.0,6.0,12.0
4303,LEARJET INC,60,2.0,0.0,0.0,23.0,25.0
4304,LEATHERMAN KARL L,ZODIACCH601HDS,0.0,0.0,0.0,1.0,1.0
4305,LEDER JOHN A,LEDERVELOCITYXLRG,0.0,0.0,0.0,1.0,1.0
4306,LEE,SQ2000,0.0,0.0,0.0,2.0,2.0
4307,LEE HAROLD SWARTHOUT,VELOCITYXLRG,0.0,0.0,0.0,1.0,1.0
4308,LEE KOLB,MARKIIICLASSIC,0.0,0.0,0.0,2.0,2.0
4309,LEE OSCAR D III,RV7,0.0,0.0,0.0,2.0,2.0
4310,LEE PAUL,SQ2000,1.0,0.0,0.0,0.0,1.0
4311,LEFEVER PAUL M,RV12,0.0,1.0,0.0,0.0,1.0
4312,LEGACY,2000,2.0,0.0,0.0,0.0,2.0
4313,LEIDER,T-18,0.0,1.0,1.0,0.0,2.0
4314,LEIGH,S-6COYOTEII,0.0,0.0,0.0,1.0,1.0
4315,LEINEKE WALTER L,THORPT-211,0.0,1.0,0.0,0.0,1.0
4316,LEMOND,FLYFISHER,0.0,0.0,2.0,0.0,2.0
4317,LEMUEL MAY,LEZA-LOCKWOODAIRCAM,0.0,0.0,0.0,2.0,2.0
4318,LENNOX KENNETH J,ZODIAC601HDS,0.0,0.0,0.0,1.0,1.0
4319,LEON E EVERETT,CARBONCUBEX,0.0,0.0,0.0,1.0,1.0
4320,LEONARD TRUDY,KITFOXIII,0.0,0.0,0.0,1.0,1.0
4321,LEPOW DAVID A,PRGSVAERDYNSEAREY,0.0,2.0,0.0,0.0,2.0
4322,LERCH,RV6A,0.0,1.0,1.0,0.0,2.0
4323,LEROHL,RV-8,0.0,0.0,0.0,1.0,1.0
4324,LEROUX JOHN F,CCX-1865,0.0,0.0,0.0,1.0,1.0
4325,LEROY LAKEY,CORBENACE,0.0,0.0,1.0,0.0,1.0
4326,LESTER ROBERT E,KR-2,0.0,0.0,0.0,1.0,1.0
4327,LET,410UVP-E,27.0,5.0,0.0,0.0,32.0
4328,LEVY ADAM V,LEGACY2000,0.0,0.0,0.0,2.0,2.0
4329,LEWIS JENNINGS,NIEUPORT11,0.0,1.0,0.0,0.0,1.0
4330,LEWIS KEITH O,VIGGENITE,0.0,0.0,0.0,1.0,1.0
4331,LEZA LOCKWOOD,AIRCAM,0.0,0.0,0.0,1.0,1.0
4332,LIBERTY,XL,2.0,0.0,0.0,0.0,2.0
4333,LIBERTY AEROSPACE,XL-2,1.0,0.0,0.0,0.0,1.0
4334,LIBERTY AEROSPACE,XL2,2.0,0.0,0.0,0.0,2.0
4335,LIBERTY AEROSPACE INC.,LIBERTYXL-2,0.0,1.0,0.0,0.0,1.0
4336,LIBERTY AEROSPACE INC.,XL-2,1.0,0.0,0.0,2.0,3.0
4337,LIBERTY AEROSPACE INC.,XL2,0.0,1.0,0.0,1.0,2.0
4338,LIBERTY AEROSPACE INCORPORATE,LIBERTYXL-2,2.0,0.0,0.0,0.0,2.0
4339,LIBERTY AEROSPACE INCORPORATED,LIBERTYXL,0.0,0.0,0.0,2.0,2.0
4340,LIBERTY AEROSPACE INCORPORATED,LIBERTYXL-2,0.0,0.0,1.0,4.0,5.0
4341,LIBERTY AEROSPACE INCORPORATED,XL-2,2.0,0.0,0.0,1.0,3.0
4342,LIDGARD,4-1200,0.0,0.0,2.0,0.0,2.0
4343,LIEN,ZODIAC601XL,1.0,0.0,0.0,0.0,1.0
4344,LIGHTNING AVION EAB LLC,ARIONLIGHTNING,0.0,1.0,0.0,0.0,1.0
4345,LIMA,SKYRAIDERI,0.0,1.0,0.0,0.0,1.0
4346,LIMING LOUIS L,HPL1HIGHWINGPARA,0.0,0.0,0.0,1.0,1.0
4347,LINDGREN EVANS,VP-1,0.0,1.0,0.0,0.0,1.0
4348,LINKE,KR-2,0.0,1.0,0.0,0.0,1.0
4349,LINWOOD R. LAWRENCE,VAN'SAIRCRAFTRV-9A,0.0,0.0,0.0,2.0,2.0
4350,LITE FLIGHT,DRAGONFLY,0.0,0.0,0.0,1.0,1.0
4351,LITEFLITE PTY LTD,DRAGONFLYMODELC,0.0,0.0,1.0,0.0,1.0
4352,LITTLE EAGLE,LE500,4.0,0.0,0.0,0.0,4.0
4353,"LLEWELLYN, WARWINC W",VANSRV-4,0.0,2.0,0.0,0.0,2.0
4354,LOBB KENNETH,CH701,0.0,0.0,0.0,2.0,2.0
4355,LOCKHEED,18,3.0,0.0,0.0,0.0,3.0
4356,LOCKHEED,382G,0.0,0.0,0.0,5.0,5.0
4357,LOCKHEED,C130,3.0,0.0,0.0,7.0,10.0
4358,LOCKHEED,L-100,8.0,0.0,0.0,0.0,8.0
4359,LOCKHEED,L-1011,0.0,0.0,0.0,890.0,890.0
4360,LOCKHEED,L-1011-385,0.0,0.0,0.0,339.0,339.0
4361,LOCKHEED,L-1011-385-1,0.0,1.0,9.0,282.0,292.0
4362,LOCKHEED,L-1011-385-3,0.0,0.0,0.0,157.0,157.0
4363,LOCKHEED,L-188,0.0,0.0,0.0,6.0,6.0
4364,LOCKHEED,L-188A,2.0,0.0,0.0,0.0,2.0
4365,LOCKHEED,L-402-2(LASA-60),3.0,2.0,0.0,0.0,5.0
4366,LOCKHEED,L1011,0.0,0.0,0.0,2.0,2.0
4367,LOCKHEED,L188C,0.0,0.0,0.0,3.0,3.0
4368,LOCKHEED,"LEARSTAR,L-18-56",11.0,2.0,0.0,13.0,26.0
4369,LOCKHEED,P2V,2.0,0.0,0.0,0.0,2.0
4370,LOCKHEED,P2V-5,0.0,0.0,0.0,2.0,2.0
4371,LOCKHEED,P2V-7,8.0,0.0,0.0,0.0,8.0
4372,LOCKHEED,P2V5F,0.0,0.0,0.0,3.0,3.0
4373,LOCKHEED,SP2H,0.0,0.0,0.0,2.0,2.0
4375,LOCKHEED,WP-3D,0.0,0.0,0.0,6.0,6.0
4376,LOCKWOOD,AIRCAM,1.0,0.0,0.0,2.0,3.0
4377,LOCKWOOD AIRCRAFT CORP,AIR-CAM,1.0,0.0,0.0,0.0,1.0
4378,LOEHLE AIRCRAFT CORP,LOEHLEP-40,0.0,1.0,0.0,0.0,1.0
4379,LOEHLE ENT.,2/3EARLYBIRDJENNY,0.0,0.0,1.0,0.0,1.0
4380,LOEHR THOMAS H,ZENITHSTOLCH701,0.0,0.0,0.0,1.0,1.0
4381,LOFLIN,RV-7A,0.0,0.0,0.0,1.0,1.0
4382,LOGAN JERRY L,GN1AIRCAMPER,0.0,0.0,0.0,1.0,1.0
4383,LONG,EZ,0.0,1.0,0.0,0.0,1.0
4384,LONG,LANCAIRES,2.0,0.0,0.0,0.0,2.0
4385,LONG-EZ,RUTAN,0.0,2.0,0.0,0.0,2.0
4386,LOOFBOURROW JOHN W,RUTANDEFIANT,0.0,0.0,0.0,1.0,1.0
4387,LOPEZ PHILLIP,JABIRUJ250,1.0,0.0,1.0,0.0,2.0
4388,LORAH ELDEN A,PULSARSPORT150,0.0,0.0,1.0,0.0,1.0
4389,LORENTZEN,LANCAIRLEGACY,0.0,0.0,0.0,1.0,1.0
4390,LORENZ STEPHEN,KITFOXSERIES5,0.0,0.0,1.0,0.0,1.0
4391,LOWERRE BRUCE T,S12-E,1.0,0.0,0.0,0.0,1.0
4392,LSA AMERICA INC,ALLEGRO,0.0,0.0,0.0,2.0,2.0
4393,LUCAS D E/ LUCAS K A,ACROSPORTII,1.0,0.0,0.0,0.0,1.0
4394,LUCIANI,RV8,0.0,0.0,2.0,0.0,2.0
4395,LUDWIG LARRY E,BUSHMAN,0.0,1.0,0.0,0.0,1.0
4396,LUECK,KITFOX7,0.0,0.0,0.0,1.0,1.0
4397,LUNDAK ROBERT,KITFOXIV,0.0,0.0,2.0,0.0,2.0
4398,LUSCOMBE,11A,0.0,0.0,0.0,1.0,1.0
4399,LUSCOMBE,8,6.0,16.0,7.0,33.0,62.0
4400,LUSCOMBE,8-E,2.0,0.0,0.0,0.0,2.0
4401,LUSCOMBE,8A,9.0,20.0,13.0,71.0,113.0
4402,LUSCOMBE,8B,0.0,0.0,0.0,1.0,1.0
4403,LUSCOMBE,8C,1.0,0.0,0.0,2.0,3.0
4404,LUSCOMBE,8D,0.0,0.0,1.0,0.0,1.0
4405,LUSCOMBE,8E,1.0,7.0,6.0,18.0,32.0
4406,LUSCOMBE,8F,2.0,0.0,2.0,9.0,13.0
4407,LUSCOMBE,LL-8,0.0,1.0,0.0,0.0,1.0
4408,LUSCOMBE,T-8F,2.0,0.0,0.0,0.0,2.0
4409,LUSCOMBE SILVAIRE AIRCRAFT CO.,S-LSA-8C,0.0,0.0,2.0,0.0,2.0
4410,LUTERS ARNIS V,LEGEND,0.0,0.0,0.0,1.0,1.0
4411,LUTTENBACHER KURT,BUSHBYMUSTANG2,0.0,1.0,0.0,0.0,1.0
4412,LUY WAYMAN,LOCKWOODAIRCAM,0.0,1.0,1.0,0.0,2.0
4413,LYDON PATRICK F,SEAREY,0.0,0.0,0.0,2.0,2.0
4414,LYMAN RANDALL/SCOTT DAVID,AVIDFLYER,0.0,1.0,0.0,0.0,1.0
4415,LYONS,NAVAJOHKS,0.0,0.0,2.0,0.0,2.0
4416,M SQUARED,BREESE,1.0,0.0,0.0,0.0,1.0
4417,M SQUARED,SPRINT1000,0.0,0.0,1.0,0.0,1.0
4418,M-SQUARED,SPORT1000,0.0,1.0,0.0,0.0,1.0
4419,M-SQUARED,SPRINT1000,2.0,0.0,0.0,0.0,2.0
4420,M-SQUARED AIRCRAFT,BREESE2,0.0,0.0,0.0,1.0,1.0
4421,M-SQUARED AIRCRAFT,SPRINT1000,0.0,0.0,2.0,0.0,2.0
4422,M.C. THOMAS,THORPET-18,0.0,0.0,2.0,0.0,2.0
4423,M7 AEROSPACE,SA-227,0.0,0.0,0.0,2.0,2.0
4424,M7 AEROSPACE LLC,SA226-TC,5.0,0.0,0.0,0.0,5.0
4425,M7AERO,SW3,8.0,0.0,1.0,0.0,9.0
4426,MAARTEN H VERSTEEG,ZENITH601XL(B),0.0,0.0,1.0,0.0,1.0
4427,MACADAMS,TITANTORNADO912,0.0,0.0,0.0,2.0,2.0
4428,MACDONALD CRAIG,MACCUB,0.0,0.0,0.0,2.0,2.0
4429,MACE JUSTIN I,DRAGONFLY,0.0,1.0,0.0,0.0,1.0
4430,MACLEOD,HOMEBUILT,1.0,0.0,0.0,0.0,1.0
4431,MADERA,RV-3,0.0,0.0,0.0,1.0,1.0
4432,MAGGS,LANCAIR4P,1.0,0.0,0.0,0.0,1.0
4433,MAGNAGHI AERONAUTICA SPA,SKYARROWLSA,0.0,1.0,0.0,1.0,2.0
4434,MAGNUS AIRCRAFT LLC,FUSION212,1.0,0.0,0.0,0.0,1.0
4435,MAHER DANIEL J,VELOCITY,0.0,0.0,0.0,2.0,2.0
4436,MAHON PAUL D,CAPELLAXS,0.0,0.0,1.0,1.0,2.0
4437,MAHONEY,EVANSVP-1,0.0,0.0,1.0,0.0,1.0
4438,MAHRE,STARDUSTERSA300,0.0,0.0,1.0,0.0,1.0
4439,MAKELA,RV-4,2.0,0.0,0.0,0.0,2.0
4440,MALINOWSKI WALTER S,RV8,0.0,0.0,0.0,2.0,2.0
4441,MALKIN ROY K,SEAREY,0.0,0.0,2.0,0.0,2.0
4442,MALLORY CHRISTOPHER L,RV-8,0.0,0.0,0.0,2.0,2.0
4443,MALONE HENRY O,HOWLAND,0.0,0.0,0.0,1.0,1.0
4444,MALOTT,MUSTANGII,0.0,0.0,0.0,2.0,2.0
4445,MANISCALCO,GREATLAKES,1.0,0.0,1.0,0.0,2.0
4446,MANOUCHER,LANCAIR360MKII,0.0,0.0,0.0,2.0,2.0
4447,MANTELL ALLAN T,KITFOX41200,0.0,0.0,0.0,1.0,1.0
4448,MANTELL ALLAN T,LIGHTNING,0.0,0.0,1.0,0.0,1.0
4449,MANTOOTH,THORPT-18,0.0,0.0,2.0,0.0,2.0
4450,MANWEILLER,ACROSPORTII,2.0,0.0,0.0,0.0,2.0
4451,MANZITTO MICHAEL A,MWLANCAIR235,1.0,0.0,0.0,0.0,1.0
4452,MAPES,KITFOXV,0.0,0.0,1.0,1.0,2.0
4453,MARCELLUS,STARDUSTERSA-300,0.0,0.0,0.0,1.0,1.0
4454,MARCONI FRED I JR,VELOCITYXL/RG,0.0,0.0,2.0,0.0,2.0
4455,MARINO,BENOISTTYPEXIV,0.0,0.0,0.0,1.0,1.0
4456,MARK C PAULS,RV-7A,0.0,1.0,0.0,0.0,1.0
4457,MARK COBY,EARLYBIRDJENNY,1.0,0.0,0.0,0.0,1.0
4458,MARK DIVITA,RV-8,0.0,0.0,0.0,1.0,1.0
4459,MARK GOLDBERG,BEARHAWKPATROL,0.0,0.0,0.0,2.0,2.0
4460,MARKS CA III,KITFOXII,0.0,1.0,1.0,0.0,2.0
4461,MARKS STEVEN,CHALLENGER,0.0,0.0,1.0,0.0,1.0
4462,MARLAND E DAVIS,RV-6A,0.0,0.0,1.0,0.0,1.0
4463,MARLEY,KOLBFIRESTARII,0.0,0.0,1.0,0.0,1.0
4464,MARLIN,VARIEZE,0.0,0.0,0.0,1.0,1.0
4465,MARLMAN,STOLCH801,0.0,2.0,0.0,0.0,2.0
4466,MARLOW,BEARHAWK,0.0,0.0,0.0,1.0,1.0
4467,MARLOWE THOOFT,JUSTACFTHIGHLANDER,0.0,0.0,0.0,1.0,1.0
