,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Passengers
2127,CESSNA AIRCRAFT COMPANY,172RG,0.0,0.0,0.0,2.0,2.0
2128,CESSNA AIRCRAFT COMPANY,210L,2.0,0.0,0.0,0.0,2.0
2129,CESSNA AIRCRAFT COMPANY,441,3.0,0.0,0.0,0.0,3.0
2130,CESSNA AIRCRAFT COMPANY,510,3.0,0.0,0.0,0.0,3.0
2131,CESSNA AIRCRAFT COMPANY,CESSNA152,2.0,0.0,0.0,0.0,2.0
2132,CESSNA AIRCRAFT COMPANY,CESSNA525B,0.0,0.0,0.0,2.0,2.0
2133,CESSNA AIRCRAFT COMPANY,CESSNAU206G,0.0,0.0,0.0,1.0,1.0
2134,CESSNA AIRCRAFT COMPANY,T210N,1.0,0.0,1.0,0.0,2.0
2135,CESSNA ECTOR,305,0.0,0.0,0.0,2.0,2.0
2136,CESSNA ECTOR,305A,0.0,1.0,0.0,3.0,4.0
2137,CESSNA REIMS,F152,1.0,0.0,0.0,0.0,1.0
2138,CESSNA SKYHAWK II,172N,2.0,0.0,0.0,0.0,2.0
2139,CESSNA/AIR REPAIR INC,305F,0.0,0.0,0.0,3.0,3.0
2140,CESSNA/WEAVER,305-E,0.0,0.0,0.0,1.0,1.0
2141,CGS,HAWK,0.0,1.0,0.0,0.0,1.0
2142,CGS AVIATION,HAWK,1.0,0.0,0.0,0.0,1.0
2143,CGS AVIATION,HAWKAEROII,0.0,0.0,1.0,0.0,1.0
2144,CGS AVIATION,HAWKTWOPLACEARROW,1.0,0.0,0.0,0.0,1.0
2145,CGS AVIATION LLC,HAWKARROWIISLSA,1.0,1.0,0.0,0.0,2.0
2146,CHAD LEWIS,KITFOXSUPERSPORT,0.0,0.0,0.0,2.0,2.0
2147,CHALLENGER,II,2.0,1.0,0.0,1.0,4.0
2148,CHALLENGER,IICW,0.0,0.0,0.0,1.0,1.0
2149,CHAMBERLAIN,VANSRV6,0.0,0.0,1.0,0.0,1.0
2150,CHAMBERLAIN GERALD,ESCAPADE,1.0,0.0,0.0,0.0,1.0
2151,CHAMBERLIN VICTOR WAYNE,MINIMAX,0.0,1.0,0.0,0.0,1.0
2152,CHAMPION,7-GCAA,0.0,0.0,0.0,2.0,2.0
2153,CHAMPION,7AC,0.0,1.0,2.0,6.0,9.0
2154,CHAMPION,7ACA,0.0,0.0,0.0,2.0,2.0
2155,CHAMPION,7BCM,2.0,0.0,1.0,4.0,7.0
2156,CHAMPION,7EC,3.0,1.0,2.0,15.0,21.0
2157,CHAMPION,7EC-703,0.0,0.0,0.0,1.0,1.0
2158,CHAMPION,7ECA,9.0,6.0,12.0,34.0,61.0
2159,CHAMPION,7FC,0.0,3.0,3.0,12.0,18.0
2160,CHAMPION,7GC,0.0,0.0,0.0,10.0,10.0
2161,CHAMPION,7GCAA,6.0,5.0,2.0,14.0,27.0
2162,CHAMPION,7GCB,0.0,0.0,0.0,4.0,4.0
2163,CHAMPION,7GCBA,0.0,0.0,0.0,2.0,2.0
2164,CHAMPION,7GCBC,4.0,3.0,2.0,29.0,38.0
2165,CHAMPION,7HC,1.0,0.0,0.0,3.0,4.0
2166,CHAMPION,7KCAB,6.0,0.0,3.0,14.0,23.0
2167,CHAMPION,8GCBC,2.0,3.0,0.0,4.0,9.0
2168,CHAMPION,8KCAB,5.0,7.0,1.0,2.0,15.0
2169,CHAMPION,AERONCA7AC,2.0,1.0,0.0,2.0,5.0
2170,CHAMPION,AERONCA7FC,0.0,0.0,0.0,1.0,1.0
2171,CHAMPION,AERONCA7HC,0.0,0.0,0.0,2.0,2.0
2172,CHAMPION,CITABRIA,0.0,1.0,2.0,0.0,3.0
2173,CHANCE VOUGHT,F4U4,0.0,0.0,0.0,1.0,1.0
2174,CHANCE VOUGHT,F4U5,0.0,0.0,0.0,1.0,1.0
2175,CHANCEY GERRY M,RV-12,0.0,0.0,0.0,1.0,1.0
2176,CHANG,RV-10,0.0,0.0,0.0,1.0,1.0
2177,CHAPMAN,T-BIRDII,0.0,0.0,1.0,0.0,1.0
2178,CHAPMAN MARK A,TRIKE,0.0,0.0,1.0,0.0,1.0
2179,CHARLES D WALKER,WALKERCURTISSJN4D,0.0,1.0,0.0,0.0,1.0
2180,CHARLES J NORRIS,ARIONLIGHTNING,0.0,0.0,0.0,1.0,1.0
2181,CHARLES PEET,ZENITHCH701,0.0,1.0,0.0,0.0,1.0
2182,CHARLES R KYLE,ZENITHSTOLCH701,0.0,0.0,0.0,1.0,1.0
2183,CHATHAM ROBERT M,RV6-A,0.0,0.0,0.0,1.0,1.0
2184,CHAUDOIN GEORGE S,RV10,0.0,0.0,0.0,2.0,2.0
2185,CHECH AIRCRAFT WORKS SPOL SRO,CH601XLRTF,1.0,0.0,0.0,0.0,1.0
2186,CHERKAS,MURPHYREBEL,0.0,0.0,0.0,2.0,2.0
2187,CHEUNG DAVID S,VANSRV6,0.0,0.0,0.0,1.0,1.0
2188,"CHEVRIER, ARMAND",J-3K,0.0,0.0,0.0,1.0,1.0
2189,CHICCO,QUICKSILVERSPORTII,0.0,0.0,2.0,0.0,2.0
2190,CHICCO MIGUEL E,QUICKSILVERSPORTII,1.0,1.0,0.0,0.0,2.0
2191,CHISTOV,CHALLENGER,0.0,0.0,0.0,1.0,1.0
2192,CHOMO,EAABIPLANEB1,0.0,0.0,1.0,0.0,1.0
2193,CHRAPCZYNSKI,M1MIDGETMUSTANG,0.0,0.0,0.0,1.0,1.0
2194,CHRIS MITCHELL,TITANTORNADO,1.0,0.0,0.0,0.0,1.0
2195,CHRIS W KLEEN,RV-6,0.0,0.0,0.0,2.0,2.0
2196,CHRISTAVIA,MK1,1.0,0.0,0.0,0.0,1.0
2197,CHRISTEN INDUSTRIES,A-1,0.0,0.0,0.0,5.0,5.0
2198,CHRISTEN INDUSTRIES,A1,0.0,0.0,0.0,1.0,1.0
2199,CHRISTEN INDUSTRIES,A1B,0.0,0.0,0.0,1.0,1.0
2200,CHRISTEN INDUSTRIES,EAGLEII,0.0,1.0,0.0,0.0,1.0
2201,CHRISTEN INDUSTRIES,PITTSS-2B,0.0,0.0,0.0,2.0,2.0
2202,CHRISTEN INDUSTRIES,S-2B,0.0,0.0,1.0,0.0,1.0
2203,CHRISTEN INDUSTRIES INC,A-1,0.0,4.0,0.0,3.0,7.0
2204,CHRISTEN INDUSTRIES INC,A1,1.0,0.0,0.0,2.0,3.0
2205,CHRISTEN INDUSTRIES INC,PITTSS,0.0,2.0,0.0,0.0,2.0
2206,CHRISTEN INDUSTRIES INC,PITTSS-1T,0.0,1.0,0.0,0.0,1.0
2207,CHRISTEN INDUSTRIES INC,PITTSS-2B,1.0,0.0,1.0,4.0,6.0
2208,CHRISTEN INDUSTRIES INC,PITTSS-2S,0.0,0.0,0.0,1.0,1.0
2209,CHRISTEN INDUSTRIES INC,PITTSS2B,0.0,0.0,0.0,2.0,2.0
2210,CHRISTENSEN STEVE,WHEELEREXPRESS,3.0,0.0,0.0,0.0,3.0
2211,CHRISTER,VANSRV9-A,0.0,0.0,1.0,1.0,2.0
2212,CHRISTIAN,EAGLEII,0.0,0.0,0.0,1.0,1.0
2213,CHRISTIANSEN DON E DO,RV-4,0.0,0.0,1.0,1.0,2.0
2214,CHRISTOPHER,VANSRV-4,0.0,0.0,0.0,2.0,2.0
2215,CHRISTOPHER JON BROWN,STOLCH750,0.0,0.0,0.0,1.0,1.0
2216,CHRISTOPHER P GAGE,SHORTFIELDEXPLORER,0.0,0.0,0.0,1.0,1.0
2217,CHRISTOPHER TOM,KITFOX5,0.0,0.0,0.0,2.0,2.0
2218,CIRRUS,SF50,0.0,0.0,0.0,6.0,6.0
2219,CIRRUS,SR-20,0.0,0.0,0.0,1.0,1.0
2220,CIRRUS,SR-22,10.0,0.0,0.0,4.0,14.0
2221,CIRRUS,SR20,22.0,5.0,5.0,18.0,50.0
2222,CIRRUS,SR22,52.0,34.0,9.0,102.0,197.0
2223,CIRRUS,SR22-NOSERIES,0.0,0.0,0.0,2.0,2.0
2224,CIRRUS,SR22T,0.0,2.0,0.0,2.0,4.0
2225,CIRRUS DESIGN,SR-22,0.0,0.0,0.0,2.0,2.0
2226,CIRRUS DESIGN,SR20,5.0,0.0,0.0,0.0,5.0
2227,CIRRUS DESIGN,SR22,2.0,0.0,0.0,2.0,4.0
2228,CIRRUS DESIGN CORP,SF50,0.0,0.0,0.0,10.0,10.0
2229,CIRRUS DESIGN CORP,SR,0.0,0.0,0.0,3.0,3.0
2230,CIRRUS DESIGN CORP,SR-20,0.0,0.0,0.0,1.0,1.0
2231,CIRRUS DESIGN CORP,SR-22,4.0,0.0,0.0,4.0,8.0
2232,CIRRUS DESIGN CORP,SR20,24.0,14.0,6.0,52.0,96.0
2233,CIRRUS DESIGN CORP,SR22,89.0,36.0,25.0,136.0,286.0
2234,CIRRUS DESIGN CORP,SR22GTSG3,0.0,1.0,0.0,0.0,1.0
2235,CIRRUS DESIGN CORP,SR22T,7.0,6.0,4.0,17.0,34.0
2236,CIRRUS DESIGN CORP.,SR-20,1.0,0.0,0.0,0.0,1.0
2237,CIRRUS DESIGN CORP.,SR-22,0.0,0.0,0.0,13.0,13.0
2238,CIRRUS DESIGN CORP.,SR20,2.0,1.0,1.0,3.0,7.0
2239,CIRRUS DESIGN CORP.,SR22,9.0,3.0,8.0,21.0,41.0
2240,CIRRUS DESIGN CORP.,SR22T,0.0,3.0,1.0,0.0,4.0
2241,CIRRUS DESIGN CORPORATION,CIRRUSSR20,0.0,0.0,0.0,3.0,3.0
2242,CIRRUS DESIGN CORPORATION,SR-22,5.0,0.0,1.0,0.0,6.0
2243,CIRRUS DESIGN CORPORATION,SR20,0.0,0.0,0.0,5.0,5.0
2244,CIRRUS DESIGN CORPORATION,SR22,6.0,1.0,2.0,4.0,13.0
2245,CIRRUS DESIGN CORPORATION,SR22T,0.0,0.0,0.0,2.0,2.0
2246,CISMOWSKI,TIERRAII,2.0,0.0,0.0,0.0,2.0
2247,CITABRIA,7GCBC,0.0,0.0,1.0,1.0,2.0
2248,CITABRIA,8GCBC,0.0,0.0,0.0,1.0,1.0
2249,CLABAUGH ROBERT R,BARRACUDA,1.0,0.0,0.0,0.0,1.0
2250,CLAMAR FLOATS INC,CA-4,0.0,1.0,0.0,0.0,1.0
2251,CLANCY,SKYBABY,0.0,0.0,1.0,0.0,1.0
2252,CLARK,1000,0.0,1.0,0.0,0.0,1.0
2253,CLARK,RV-6A,1.0,0.0,0.0,0.0,1.0
2254,CLARK,RV-9A,1.0,0.0,0.0,0.0,1.0
2255,CLARK,VANSRV8,0.0,0.0,1.0,1.0,2.0
2256,CLARK JAMES T,VANSRV8,0.0,1.0,0.0,0.0,1.0
2257,CLARK/LOKEN,CHRISTENEAGLEII,0.0,0.0,0.0,2.0,2.0
2258,CLARKE COLIN,GLASTAR,0.0,0.0,0.0,1.0,1.0
2259,CLARKE COLIN A,GLASTAR,0.0,0.0,0.0,2.0,2.0
2260,CLASSIC AIRCRAFT CORP,WACO,0.0,0.0,0.0,3.0,3.0
2261,CLASSIC AIRCRAFT CORP,WACOYMF,0.0,0.0,0.0,7.0,7.0
2262,CLASSIC AIRCRAFT CORP,WACOYMF5,0.0,0.0,0.0,3.0,3.0
2263,CLASSIC AIRCRAFT CORP.,WACOYMF,0.0,1.0,0.0,3.0,4.0
2264,CLAUS RODNEY L,CHRISTENEAGLEII,2.0,0.0,0.0,0.0,2.0
2265,CLAYHOLD,SPORTSMANGS-2,0.0,0.0,0.0,1.0,1.0
2266,CLAYTON GERALD H,GLASTARGS-1,1.0,0.0,1.0,0.0,2.0
2267,CLEBERG,SPORTSMAN2+2GS-2,0.0,0.0,0.0,1.0,1.0
2268,CLEMENT-KAZMIERCZAK,SORRELLSNS-7,0.0,0.0,0.0,2.0,2.0
2269,CLEVELAND ALLAN B,NIEUPORT11#,0.0,1.0,0.0,0.0,1.0
2270,CLEVELAND ORSON,STARDUSTERIISA-300,0.0,0.0,0.0,1.0,1.0
2271,CLEVENGER JIMMIE B,PITTSS1S,0.0,0.0,0.0,1.0,1.0
2272,CLIFF,STARDUSTERIISA300,1.0,0.0,1.0,1.0,3.0
2273,CLIFTON,BREEZY,0.0,0.0,0.0,2.0,2.0
2274,CLOPTON AERO LLC,AEROCOMPCOMPAIR7SL,0.0,0.0,0.0,2.0,2.0
2275,CLOUD JEFFREY FERRELL,LONGEZ,0.0,0.0,0.0,2.0,2.0
2276,CLUTTON ERIC,FREDS1,0.0,0.0,0.0,1.0,1.0
2277,CO Z,COZY,0.0,1.0,0.0,0.0,1.0
2278,CO-Z DEVELOPMENT CORP,COZYMARKIV,0.0,0.0,0.0,2.0,2.0
2279,COBALT AIRCRAFT INDUSTRIES INC,CO50VALKYRIE,0.0,0.0,0.0,1.0,1.0
2280,CODDING/FLUNO,SPORTSMANGS-2,0.0,0.0,0.0,1.0,1.0
2281,CODY HAWKINS,JA30SUPERSTOL,0.0,0.0,0.0,2.0,2.0
2282,COLE PAUL B,CHALLENGERI,0.0,0.0,1.0,0.0,1.0
2283,COLLARD,DRAGONFLY,0.0,0.0,1.0,0.0,1.0
2284,COLLINS,RV6A,0.0,0.0,1.0,0.0,1.0
2285,COLLINS,ZENITHSTOLCH701,0.0,0.0,0.0,1.0,1.0
2286,COLLINS ROBERT S,JUSTACFTHIGHLANDER,0.0,1.0,0.0,0.0,1.0
2287,COLONIAL,C-1,0.0,0.0,0.0,2.0,2.0
2288,COLONIAL,C1,0.0,0.0,1.0,0.0,1.0
2289,COLSON/GOODBREAD,RANSS-12,0.0,0.0,1.0,0.0,1.0
2290,COLTRIN,RV-6,0.0,0.0,0.0,1.0,1.0
2291,COLUMBIA,350,0.0,0.0,0.0,1.0,1.0
2292,COLUMBIA,LC41,0.0,0.0,0.0,1.0,1.0
2294,COLUMBIA,LC42-550FG,0.0,0.0,0.0,1.0,1.0
2295,COLUMBIA AIRCRAFT MFG,LC41,2.0,0.0,0.0,2.0,4.0
2296,COLUMBIA AIRCRAFT MFG,LC41-550FG,2.0,0.0,0.0,2.0,4.0
2297,COLUMBIA AIRCRAFT MFG,LC41550FG,5.0,0.0,0.0,6.0,11.0
2298,COLUMBIA AIRCRAFT MFG,LC42-550FG,0.0,0.0,0.0,3.0,3.0
2299,COLUMBIA AIRCRAFT MFG,LC42550FG,0.0,0.0,0.0,2.0,2.0
2300,COLUMBIA AIRCRAFT MFG.,LC41-550FG,0.0,0.0,0.0,2.0,2.0
2301,COLYAER SL,FREEDOM,2.0,0.0,0.0,0.0,2.0
2302,COLYAER SL,FREEDOMS100,2.0,0.0,0.0,0.0,2.0
2303,COMBS DALE B,RV-4,0.0,0.0,0.0,2.0,2.0
2304,COMBS EARL W,KITFOXSPEEDSTER,1.0,0.0,0.0,0.0,1.0
2305,COMCO IKARUS,IKARUSC42,2.0,0.0,0.0,0.0,2.0
2306,COMMANDER,114,5.0,1.0,0.0,2.0,8.0
2307,COMMANDER,AC-680,0.0,0.0,0.0,2.0,2.0
2308,COMMANDER AIRCRAFT CO,114,0.0,0.0,0.0,2.0,2.0
2309,COMMANDER AIRCRAFT CO,114TC,0.0,0.0,0.0,2.0,2.0
2310,COMMANDER AIRCRAFT COMPANY,114-B,2.0,0.0,0.0,1.0,3.0
2311,COMMONWEALTH,185,0.0,1.0,2.0,1.0,4.0
2312,COMP AIR,CA-8,1.0,0.0,0.0,0.0,1.0
2313,COMP AIR,CA9,7.0,0.0,0.0,0.0,7.0
2314,COMP AIR INC. (PLAMBECK),CA8,0.0,1.0,0.0,0.0,1.0
2315,CONCANNON MILTON,RADIALROC,2.0,0.0,0.0,0.0,2.0
2316,CONDOR,150L,0.0,0.0,1.0,1.0,2.0
2317,CONE JAMES A,RV-6A,1.0,0.0,0.0,0.0,1.0
2318,CONNER LEROY,RV6A,0.0,0.0,0.0,1.0,1.0
2319,CONRAD THEODORE J,THORPT-18,0.0,0.0,0.0,1.0,1.0
2320,CONSOLIDATED  AERONAUTICS INC.,LAKELA-4,0.0,0.0,0.0,2.0,2.0
2321,CONSOLIDATED AERO,LA-4-200,0.0,0.0,0.0,2.0,2.0
2322,CONSOLIDATED AERONAUTICS,LAKELA4-200,0.0,0.0,0.0,2.0,2.0
2323,CONSOLIDATED AERONAUTICS INC,LAKEMODEL250,0.0,1.0,0.0,0.0,1.0
2324,CONSOLIDATED AERONAUTICS INC.,LA-4-200,1.0,1.0,1.0,3.0,6.0
2325,CONSOLIDATED AERONAUTICS INC.,LAKELA-4-200,0.0,2.0,3.0,8.0,13.0
2326,CONSOLIDATED AERONAUTICS INC.,LAKELA4,0.0,2.0,0.0,1.0,3.0
2327,CONSOLIDATED AERONAUTICS INC.,LAKELA4200,0.0,0.0,0.0,2.0,2.0
2328,"CONSOLIDATED AERONAUTICS, INC.",LAKELA-4-200,0.0,0.0,0.0,1.0,1.0
2329,CONSOLIDATED VULTEE,BT-13A,1.0,0.0,1.0,0.0,2.0
2330,CONSOLIDATED VULTEE,BT13,0.0,0.0,0.0,4.0,4.0
2331,CONSOLIDATED VULTEE,BT15,0.0,0.0,0.0,2.0,2.0
2332,CONSTRUCCIONES AERONAUTICAS,C.A.S.A.1.131,1.0,0.0,0.0,10.0,11.0
2333,CONSTRUCCIONES AERONAUTICAS SA,C-212-CC,0.0,0.0,0.0,2.0,2.0
2334,CONSTRUCCIONES AERONAUTICAS SA,C.A.S.A.1.131,0.0,0.0,0.0,1.0,1.0
2335,CONSTRUCCIONES AERONAUTICAS SA,CASA-212,0.0,2.0,0.0,0.0,2.0
2336,CONTINENTAL,305,0.0,0.0,0.0,1.0,1.0
2337,CONVAIR,340,0.0,2.0,0.0,3.0,5.0
2338,CONVAIR,340-71,0.0,0.0,0.0,2.0,2.0
2339,CONVAIR,440,2.0,0.0,2.0,3.0,7.0
2340,CONVAIR,440-NOSERIES,2.0,0.0,0.0,0.0,2.0
2341,CONVAIR,C131,1.0,0.0,1.0,0.0,2.0
2342,CONVAIR,CV-580,3.0,0.0,0.0,0.0,3.0
2343,CONWAY PHILIP J,GLASAIRSUPERIISFT,2.0,0.0,0.0,0.0,2.0
2344,COOK,SMITHAVIATIONREPLI,0.0,1.0,1.0,0.0,2.0
2345,COOK,SMITHAVNREPLICASU,0.0,1.0,0.0,1.0,2.0
2346,COOK,SONEX,0.0,0.0,0.0,1.0,1.0
2347,COOPER MICHAEL C,RV8A,2.0,0.0,0.0,0.0,2.0
2348,"COOPER, DAVID W.",CHALLENGERII,1.0,0.0,0.0,0.0,1.0
2349,COOT,AMPHIBIAN,0.0,0.0,0.0,1.0,1.0
2350,CORBEIL SHAWN,CORBEILSHAWNSERVI,0.0,0.0,0.0,1.0,1.0
2351,CORBEN,B,3.0,0.0,0.0,0.0,3.0
2352,CORBEN BABY ACE,D,0.0,0.0,0.0,1.0,1.0
2353,CORNELL W F/SAHAKIAN J A JR,GILES202(G202),1.0,0.0,0.0,0.0,1.0
2354,CORNETT STEVEN M,GLASTAR,0.0,0.0,0.0,2.0,2.0
2355,CORNFORD CRAIG H,MUSTANGII,1.0,0.0,0.0,0.0,1.0
2356,CORSARIO,MK-5,1.0,0.0,0.0,0.0,1.0
2357,"CORTESY, JOHN E",AIRBORNEEDGE-X,0.0,2.0,0.0,0.0,2.0
2358,CORVUS,CARONEMK1,0.0,0.0,0.0,1.0,1.0
2359,COSMOS,PHASEII,0.0,1.0,1.0,1.0,3.0
2360,COSMOS PHASE II,PHASEII582,0.0,0.0,0.0,1.0,1.0
2361,COSTRUZIONI AERONAUTICHE,P2002SIERRA,0.0,0.0,0.0,2.0,2.0
2362,COSTRUZIONI AERONAUTICHE TECNA,ASTORE,0.0,0.0,0.0,1.0,1.0
2363,COSTRUZIONI AERONAUTICHE TECNA,P2002,2.0,0.0,0.0,0.0,2.0
2364,COSTRUZIONI AERONAUTICHE TECNA,P2002SIERRA,0.0,1.0,0.0,7.0,8.0
2365,COSTRUZIONI AERONAUTICHE TECNA,P2004,0.0,0.0,0.0,1.0,1.0
2366,COSTRUZIONI AERONAUTICHE TECNA,P2004BRAVO,1.0,2.0,0.0,10.0,13.0
2367,COSTRUZIONI AERONAUTICHE TECNA,P2006,0.0,0.0,0.0,2.0,2.0
2368,COSTRUZIONI AERONAUTICHE TECNA,P2006T,0.0,0.0,0.0,4.0,4.0
2369,COSTRUZIONI AERONAUTICHE TECNA,P2008,0.0,1.0,0.0,1.0,2.0
2370,COSTRUZIONI AERONAUTICHE TECNA,P2010,0.0,0.0,0.0,2.0,2.0
2371,COSTRUZIONI AERONAUTICHE TECNA,P2012TRAVELLER,0.0,0.0,0.0,1.0,1.0
2372,COSTRUZIONI AERONAUTICHE TECNA,P92EAGLET,0.0,1.0,0.0,6.0,7.0
2373,COSTRUZIONI AERONAUTICHE TECNA,P92ECHOCLASSIC,0.0,0.0,0.0,1.0,1.0
2374,COSTRUZIONI AERONAUTICHE TECNA,P92ECHOSUPER,1.0,0.0,1.0,2.0,4.0
2375,COSTRUZIONI AERONAUTICHE TECNA,P92TAILDRAGGER,0.0,1.0,0.0,0.0,1.0
2376,COSTRUZIONI AERONAUTICHETECNAM,P2002SIERRA,0.0,0.0,0.0,1.0,1.0
2377,COTE JAMES,RANSS6S,0.0,0.0,0.0,2.0,2.0
2378,COTTER,STITSPLAYMATE,0.0,1.0,1.0,0.0,2.0
2379,COUGAR,A,0.0,0.0,1.0,0.0,1.0
2380,COULTER HUGH CLARKE,PULSARXPSERIESI,0.0,0.0,0.0,1.0,1.0
2381,COUVILLION,S-17,0.0,0.0,0.0,1.0,1.0
2382,COVELL KEVIN SCOTT,VANSRV-4,2.0,0.0,0.0,0.0,2.0
2383,COVEY,QUICKIE,1.0,0.0,1.0,0.0,2.0
2384,COX,BEDEBD-5G,1.0,0.0,0.0,0.0,1.0
2385,COX,BUSBYMUSTANG,2.0,0.0,0.0,0.0,2.0
2386,COX,PA18,0.0,0.0,0.0,1.0,1.0
2387,COX CLYDE H,FSHRAEROVSNSCLBTY,0.0,0.0,1.0,0.0,1.0
2388,COX JOHN WILEY,KITFOXIII,0.0,0.0,0.0,1.0,1.0
2389,COX WILLIAM M,BEARHAWK,3.0,0.0,0.0,0.0,3.0
2390,COYOTE,S-6ES,0.0,0.0,1.0,0.0,1.0
2391,COZY,MARKIV,2.0,0.0,0.0,0.0,2.0
2392,CRABTREE,RV6,0.0,0.0,0.0,1.0,1.0
2393,CRAIG,SONERAIIILT,0.0,1.0,0.0,0.0,1.0
2394,CRAIG A REED,STARDUSTERII,0.0,0.0,0.0,1.0,1.0
2395,CRAIG C WALLS,SNOWYRIVERSPECIAL,0.0,1.0,0.0,1.0,2.0
2396,CRAIG D CARTER,STOLCH750,0.0,0.0,0.0,2.0,2.0
2397,CRAIG W SHERMAN,SUPERGLASAIRTT,0.0,0.0,0.0,1.0,1.0
2398,CRAIN JAC A,BD-4,1.0,0.0,0.0,0.0,1.0
2399,CRAWFORD,PRECEPTORULTRAPUP,0.0,1.0,0.0,0.0,1.0
2400,CRAWFORD,RV-7,0.0,0.0,0.0,2.0,2.0
2401,CRAWFORD,WIDEBODYLONGEZ,1.0,0.0,0.0,0.0,1.0
2402,CRAWFORD ALAN R,GLASAIRII,0.0,1.0,0.0,0.0,1.0
2403,CRAWFORD JAMES R,MU-582DRIFTER,0.0,0.0,0.0,2.0,2.0
2404,CREECH JERRY,CREECHJERRYCH701,0.0,1.0,0.0,1.0,2.0
2405,CREED,RV-4,0.0,0.0,0.0,1.0,1.0
2406,CREEK MICHEL W,BEARHAWK,0.0,1.0,0.0,0.0,1.0
2407,CRIQUET AVIATION BOGOTA COLUMB,STORCHFI-156,1.0,0.0,0.0,0.0,1.0
2408,CRISMAN,FLIGHTSTARIISC,0.0,0.0,0.0,2.0,2.0
2409,CROFT ROBERT C,KITFOXSUPERSPORT,0.0,0.0,0.0,1.0,1.0
2410,CROKE,ZENITHCH701,0.0,1.0,0.0,0.0,1.0
2411,CROOK,M-1,0.0,1.0,0.0,0.0,1.0
2412,CROSLEY,VANSRV-8,1.0,0.0,0.0,0.0,1.0
2413,CROSS DAVID L,GLASAIRIII,0.0,0.0,1.0,0.0,1.0
2414,CROSS-CAPPS,BREEZY,0.0,0.0,1.0,1.0,2.0
2415,CROW,MUSTANGII,0.0,0.0,1.0,0.0,1.0
2416,CROWDER MICHAEL H,SONEX,0.0,1.0,0.0,0.0,1.0
2417,CRUISER,PS-28,0.0,0.0,0.0,2.0,2.0
2418,CRUSENBERRY,WINDWAGON,1.0,0.0,0.0,0.0,1.0
2419,CRUZ,SE5AREPLICA,1.0,0.0,0.0,0.0,1.0
2420,CUB CRAFTER,CC11-160,0.0,0.0,0.0,1.0,1.0
2421,CUB CRAFTERS,CARBONCUBEX,0.0,0.0,0.0,3.0,3.0
2422,CUB CRAFTERS,CC11,0.0,0.0,0.0,2.0,2.0
2423,CUB CRAFTERS,CC11-100,0.0,0.0,0.0,1.0,1.0
2424,CUB CRAFTERS,CC11-160,0.0,1.0,0.0,2.0,3.0
2425,CUB CRAFTERS,CC18,0.0,0.0,0.0,4.0,4.0
2426,CUB CRAFTERS,CC18-180,2.0,0.0,0.0,5.0,7.0
2427,CUB CRAFTERS,CC18180,0.0,0.0,1.0,0.0,1.0
2428,CUB CRAFTERS,CC19,0.0,0.0,1.0,0.0,1.0
2429,CUB CRAFTERS,CCK,0.0,0.0,0.0,1.0,1.0
2430,CUB CRAFTERS,CCK-1865,3.0,0.0,1.0,2.0,6.0
2431,CUB CRAFTERS,CCX-2000-0086,0.0,0.0,0.0,1.0,1.0
2432,CUB CRAFTERS,PA-18-150,0.0,0.0,0.0,1.0,1.0
2433,CUB CRAFTERS,PA18,1.0,0.0,1.0,0.0,2.0
2434,CUB CRAFTERS,PA18150,0.0,1.0,0.0,1.0,2.0
2435,CUB CRAFTERS INC,CC11-100,0.0,0.0,0.0,6.0,6.0
2436,CUB CRAFTERS INC,CC11100,0.0,0.0,0.0,5.0,5.0
2437,CUB CRAFTERS INC,CC18,0.0,0.0,0.0,2.0,2.0
2438,CUB CRAFTERS INC,CC18-180,0.0,1.0,0.0,8.0,9.0
2439,CUB CRAFTERS INC,CC19,0.0,0.0,0.0,6.0,6.0
2440,CUB CRAFTERS INC,CC19-180,0.0,0.0,0.0,3.0,3.0
2441,CUB CRAFTERS INC,CC19-215,0.0,0.0,0.0,2.0,2.0
2442,CUB CRAFTERS INC.,CC11-100,0.0,0.0,0.0,1.0,1.0
2443,CUBCRAFTER,CC11-100,0.0,0.0,0.0,1.0,1.0
2444,CUBCRAFTER,CCK-1865,0.0,0.0,0.0,2.0,2.0
2445,CUBCRAFTERS,CC-18-180,0.0,0.0,0.0,2.0,2.0
2446,CUBCRAFTERS,CC11-160,2.0,0.0,0.0,5.0,7.0
2447,CUBCRAFTERS,CCX-2000,0.0,0.0,0.0,2.0,2.0
2448,CUBCRAFTERS,FX-3,0.0,0.0,0.0,2.0,2.0
2449,CUBCRAFTERS INC,CC11,0.0,0.0,0.0,4.0,4.0
2450,CUBCRAFTERS INC,CC11-160,0.0,6.0,2.0,20.0,28.0
2451,"CUBCRAFTERS, INC",CC11-160,0.0,0.0,0.0,3.0,3.0
2452,CULLIS,ULTRACRUISERSPORT,0.0,0.0,0.0,1.0,1.0
2453,CULP JOHN S,CULPSSPECLSOPWITH,0.0,0.0,0.0,1.0,1.0
2454,CULVER,CADETLCA,0.0,0.0,1.0,1.0,2.0
2455,CULVER,LCA,0.0,1.0,2.0,0.0,3.0
2456,CULVER,LFA,1.0,0.0,0.0,0.0,1.0
2457,CULVER,PQ14A,1.0,0.0,0.0,0.0,1.0
2458,CULVER GLENN,KITFOXIII,0.0,0.0,0.0,1.0,1.0
